Date,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2020-01-02,0.0,15.541361808776855,0.0,15.54383137456877,15.24260839466532,15.296927539726829,0.0,7477600
2020-01-03,0.0,15.266064643859863,0.0,15.445069548353873,15.132736346268848,15.132736346268848,0.0,10924000
2020-01-06,0.0,15.447539329528809,0.0,15.459885275754012,14.980891194865285,15.011754176701375,0.0,6679200
2020-01-07,0.0,15.440133094787598,0.0,15.536425451032114,15.35618574336816,15.46729267052087,0.0,5158400
2020-01-08,0.0,15.673456192016602,0.0,15.824066748458034,15.394454579449604,15.436428723469644,0.0,9110400
2020-01-09,0.0,15.951226234436035,0.0,16.001840098959235,15.759875347833214,15.936410720480364,0.0,7167200
2020-01-10,0.0,15.867277145385742,0.0,16.07097208580715,15.808020743691213,16.07097208580715,0.0,8929600
2020-01-13,0.0,16.22281837463379,0.0,16.231459030089905,15.946285376680144,15.983321331971775,0.0,5419200
2020-01-14,0.0,16.103071212768555,0.0,16.262323385122055,16.04504865078286,16.198129733172557,0.0,7709600
2020-01-15,0.0,16.105541229248047,0.0,16.256150865899414,16.005543573604882,16.11294804439336,0.0,6817600
2020-01-16,0.0,16.40923500061035,0.0,16.415407975620468,16.198133194847852,16.25985917749402,0.0,4939200
2020-01-17,0.0,16.575891494750977,0.0,16.598111938399327,16.393181278471896,16.55613873346778,0.0,5762400
2020-01-21,0.0,16.561077117919922,0.0,16.641322009739625,16.47219156977549,16.48083410982734,0.0,6591200
2020-01-22,0.0,16.645023345947266,0.0,16.835138482431514,16.60181441851922,16.721562936986434,0.0,5920000
2020-01-23,0.0,16.743783950805664,0.0,16.757363736899272,16.472188228933547,16.62279971698018,0.0,5767200
2020-01-24,0.0,16.457378387451172,0.0,16.937606375260263,16.312939838718208,16.91538592948312,0.0,13505600
2020-01-27,0.0,15.77962589263916,0.0,15.953692626792396,15.616669380258825,15.73024493152256,0.0,14857600
2020-01-28,0.0,16.256145477294922,0.0,16.33392077799396,15.920358038409324,15.99813145538184,0.0,5929600
2020-01-29,0.0,16.306764602661133,0.0,16.479598430880912,16.173436295312243,16.446265883111963,0.0,8316800
2020-01-30,0.0,16.425277709960938,0.0,16.442560902756554,16.008009633389587,16.101832410890534,0.0,9340000
2020-01-31,0.0,15.893202781677246,0.0,16.5721884238199,15.787033100420523,16.557372910693314,0.0,14463200
2020-02-03,0.0,16.366024017333984,0.0,16.45490767799496,16.042578664917055,16.053688887033797,0.0,8365600
2020-02-04,0.0,17.11907958984375,0.0,17.19068193814683,16.720330367483268,16.826499106866866,0.0,7303200
2020-02-05,0.0,17.249935150146484,0.0,17.553627682749706,17.040067276323562,17.553627682749706,0.0,13258400
2020-02-06,0.0,17.536348342895508,0.0,17.551161972809194,17.210435298704738,17.33265151294684,0.0,5023200
2020-02-07,0.0,17.378332138061523,0.0,17.577089859877155,17.288210855119104,17.384505112523343,0.0,5877600
2020-02-10,0.0,17.809173583984375,0.0,17.809173583984375,17.265985880845726,17.27462653584506,0.0,5871200
2020-02-11,0.0,17.809173583984375,0.0,18.11903911369222,17.719054208396194,18.002994005652376,0.0,13471200
2020-02-12,0.0,18.15854263305664,0.0,18.172122419734603,17.93756452299903,18.012870270262862,0.0,8524800
2020-02-13,0.0,18.098052978515625,0.0,18.256071291992317,17.86349319051996,17.902998710752577,0.0,8584000
2020-02-14,0.0,18.194345474243164,0.0,18.2449593323196,18.042498248833155,18.16224676786695,0.0,5173600
2020-02-18,0.0,18.22520637512207,0.0,18.289400013092134,17.99311617772153,18.01904190808663,0.0,7386400
2020-02-19,0.0,18.567171096801758,0.0,18.646180263368812,18.402981673624648,18.431375092494665,0.0,4651200
2020-02-20,0.0,18.206687927246094,0.0,18.560996204823606,17.76843325151683,18.488158143219316,0.0,10793600
2020-02-21,0.0,17.528942108154297,0.0,18.098055642143834,17.377094861604416,18.048673734585154,0.0,11076800
2020-02-24,0.0,16.167264938354492,0.0,16.598110951326145,15.99196154704998,16.175905593572665,0.0,32115200
2020-02-25,0.0,15.294459342956543,0.0,16.54255841515016,15.194463582291124,16.43021670814684,0.0,32688800
2020-02-26,0.0,15.426554679870605,0.0,15.977150232470443,15.214217187272801,15.463590639505508,0.0,28350400
2020-02-27,0.0,13.882168769836426,0.0,15.129033982024177,13.879700145724271,14.658681501197075,0.0,44845600
2020-02-28,0.0,14.021671295166016,0.0,14.094507486237394,12.88220949698161,12.973563667061086,0.0,52608800
2020-03-02,0.0,15.341370582580566,0.0,15.354950369925056,13.924142985411843,14.316720151681066,0.0,27213600
2020-03-03,0.0,14.362396240234375,0.0,15.793204514635391,14.095740576870897,15.441366723180526,0.0,36943200
2020-03-04,0.0,15.541361808776855,0.0,15.561114567658635,14.614237645223623,14.90435040465361,0.0,19877600
2020-03-05,0.0,14.605596542358398,0.0,15.279643921236577,14.390790462507058,14.750036006439263,0.0,23922400
2020-03-06,0.0,14.11302375793457,0.0,14.25869706431816,13.40440998573264,13.634030637182422,0.0,25092000
2020-03-09,0.0,12.169890403747559,0.0,13.171085542407138,12.098288064664573,12.160014024178167,0.0,18062400
2020-03-10,0.0,13.474777221679688,0.0,13.492060415086117,12.160014088692076,13.093310300092865,0.0,27948800
2020-03-11,0.0,12.299516677856445,0.0,13.022945135411636,11.96496202709534,12.841470629450157,0.0,29296000
2020-03-12,0.0,10.023063659667969,0.0,11.721761735188181,9.993434514892545,10.650198820930344,0.0,36395200
2020-03-13,0.0,11.932863235473633,0.0,11.987181440699523,10.131699203293085,11.13289436630205,0.0,32360800
2020-03-16,0.0,9.035447120666504,0.0,10.767477559862604,8.888539021552855,9.445307493430235,0.0,23924800
2020-03-17,0.0,10.253917694091797,0.0,10.500821570698783,8.949030743898417,9.5416004245006,0.0,31902400
2020-03-18,0.0,9.611967086791992,0.0,9.914423930416957,8.534231352440186,9.084826832417283,0.0,30875200
2020-03-19,0.0,9.744060516357422,0.0,10.367493116811765,9.086061527464892,9.51443985960267,0.0,35715200
2020-03-20,0.0,8.965078353881836,0.0,10.305766218281411,8.908290586337923,10.181079521139688,0.0,36707200
2020-03-23,0.0,9.010757446289062,0.0,9.376175100379172,8.398435895500477,9.02680680236718,0.0,33055200
2020-03-24,0.0,10.382307052612305,0.0,10.389714808828089,9.778627194448699,9.945287110419997,0.0,31956000
2020-03-25,0.0,10.196985244750977,0.001125,11.032844752369263,9.95375971534613,10.448854238058672,0.0,28396800
2020-03-26,0.0,11.294590950012207,0.0,11.37731236428641,10.353786283392239,10.385887482201715,0.0,22880000
2020-03-27,0.0,10.466139793395996,0.0,11.120505430316895,10.432804619136416,10.708132303431167,0.0,17913600
2020-03-30,0.0,11.267427444458008,0.0,11.319282570303088,10.63034695448426,10.701956952249832,0.0,16922400
2020-03-31,0.0,11.060007095336914,0.0,11.639057941928442,10.934072129271964,11.220511206760799,0.0,20289600
2020-04-01,0.0,10.136488914489746,0.0,10.751345793416375,9.969811145648862,10.422928032946222,0.0,15729600
2020-04-02,0.0,10.538984298706055,0.0,10.559973146181603,9.980921345133709,10.036481222642474,0.0,17881600
2020-04-03,0.0,10.252547264099121,0.0,10.659981737438148,10.005616937724762,10.480957627602514,0.0,11934400
2020-04-06,0.0,11.710668563842773,0.0,11.826726099083695,10.893329924319314,11.024202673785522,0.0,16623200
2020-04-07,0.0,11.664987564086914,0.0,12.424297468540214,11.643997773094158,12.379849940030399,0.0,23536800
2020-04-08,0.0,12.172428131103516,0.0,12.247741944525172,11.687211018022792,11.892162667852325,0.0,18464800
2020-04-09,0.0,12.203292846679688,0.0,12.504548061595951,11.994637420086534,12.382317848152129,0.0,20278400
2020-04-13,0.0,12.483561515808105,0.0,12.53171284942906,11.96377334218278,12.109462258307918,0.0,13797600
2020-04-14,0.0,13.56264591217041,0.0,13.63302100673873,12.894699971367837,12.983595025972935,0.0,23470400
2020-04-15,0.0,13.252748489379883,0.0,13.489802288631475,12.963840496179332,13.139160779675272,0.0,14076000
2020-04-16,0.0,13.75525188446045,0.0,13.872543392251544,13.289787772903033,13.54659549362683,0.0,23693600
2020-04-17,0.0,13.982426643371582,0.0,14.15404310694854,13.58239986672842,14.083668017150538,0.0,17477600
2020-04-20,0.0,13.658947944641113,0.0,14.078729604287187,13.652775252889471,13.735496669682655,0.0,14834400
2020-04-21,0.0,12.642831802368164,0.0,13.462640339479726,12.499611773348208,13.394734128829857,0.0,24203200
2020-04-22,0.0,13.424365997314453,0.0,13.56758507960839,13.082367008814751,13.189782027008452,0.0,14567200
2020-04-23,0.0,13.360161781311035,0.0,13.842910898151159,13.297194300426627,13.513258280789872,0.0,16400000
2020-04-24,0.0,13.799699783325195,0.0,13.820689575299568,13.22435265820796,13.402142780561823,0.0,12976800
2020-04-27,0.0,13.967610359191895,0.0,14.12811541119891,13.855257576358362,14.070086647135387,0.0,13344800
