Date,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2020-01-02,0.0,10.820575714111328,0.0,10.820575714111328,10.508490105579614,10.566857115689889,0.0,131072000
2020-01-03,0.0,10.52635669708252,0.0,10.720516841605159,10.391754070668215,10.397710276873784,0.0,145180000
2020-01-06,0.0,10.72647476196289,0.0,10.730048122741486,10.23809485632339,10.276212219277781,0.0,128095200
2020-01-07,0.0,10.713372230529785,0.0,10.81342997119937,10.62046121168241,10.737195242463596,0.0,107699200
2020-01-08,0.0,10.959942817687988,0.0,11.111220833811222,10.664532597618408,10.715752885053432,0.0,159164800
2020-01-09,0.0,11.23629379272461,0.0,11.299425584078021,11.044515572506018,11.224382288301435,0.0,145423200
2020-01-10,0.0,11.144575119018555,0.0,11.372088798426761,11.093354823729094,11.362559229817167,0.0,137604000
2020-01-13,0.0,11.534083366394043,0.0,11.540038662878311,11.233908432875538,11.28393819432151,0.0,116558400
2020-01-14,0.0,11.399483680725098,0.0,11.572203681214608,11.34230809412755,11.504307104136542,0.0,145737600
2020-01-15,0.0,11.406632423400879,0.0,11.569821963657786,11.294662267939032,11.409014361079159,0.0,133003200
2020-01-16,0.0,11.724672317504883,0.0,11.731819038140676,11.498350106546624,11.567438101990952,0.0,121100800
2020-01-17,0.0,11.899774551391602,0.0,11.928362343464189,11.704422972781456,11.877142057073144,0.0,144402400
2020-01-21,0.0,11.893817901611328,0.0,11.972435462868077,11.787803972369584,11.796142115946255,0.0,138882400
2020-01-22,0.0,11.974817276000977,0.0,12.184463195056448,11.933126558549755,12.0581996196929,0.0,136148800
2020-01-23,0.0,12.08559799194336,0.0,12.101082858482322,11.788997228550274,11.950996250764163,0.0,143588800
2020-01-24,0.0,11.772318840026855,0.0,12.29405033077217,11.615084629885153,12.257124397029559,0.0,239374400
2020-01-27,0.0,11.044517517089844,0.0,11.238677708862614,10.741960525765062,10.988532436775262,0.0,198626400
2020-01-28,0.0,11.557908058166504,0.0,11.63414277109961,11.194602203142367,11.274410276245858,0.0,171862400
2020-01-29,0.0,11.599597930908203,0.0,11.7878027623649,11.45665808175517,11.748493985771526,0.0,137877600
2020-01-30,0.0,11.73062801361084,0.0,11.744921454260657,11.274410251221946,11.387570897383824,0.0,200249600
2020-01-31,0.0,11.154102325439453,0.0,11.881906388452856,11.048088396280727,11.873568244882716,0.0,220384000
2020-02-03,0.0,11.66630744934082,0.0,11.75207174784233,11.307765388190212,11.32920646281559,0.0,173688000
2020-02-04,0.0,12.463196754455566,0.0,12.537049534937239,12.033184816468571,12.1499197393216,0.0,140248800
2020-02-05,0.0,12.607330322265625,0.0,12.933711232435545,12.375052766478353,12.931328385879443,0.0,174612000
2020-02-06,0.0,12.914650917053223,0.0,12.92894526871683,12.556109790189709,12.687138166342496,0.0,113132800
2020-02-07,0.0,12.747885704040527,0.0,12.961104988258743,12.640681259202225,12.74312182946996,0.0,154052000
2020-02-10,0.0,13.207676887512207,0.0,13.211251156635294,12.61447544361066,12.624005010359879,0.0,123248800
2020-02-11,0.0,13.217206954956055,0.0,13.563837461076542,13.112384443112271,13.424470041260834,0.0,193770400
2020-02-12,0.0,13.604336738586426,0.0,13.621013026610605,13.353000086349747,13.447102516651636,0.0,121608000
2020-02-13,0.0,13.551925659179688,0.0,13.710351311573556,13.267236417642522,13.316074769693545,0.0,155282400
2020-02-14,0.0,13.643648147583008,0.0,13.697250382437453,13.469737604147365,13.605530780649028,0.0,113969600
2020-02-18,0.0,13.66746997833252,0.0,13.7496609128669,13.41136851541278,13.450677302258757,0.0,130167200
2020-02-19,0.0,14.062936782836914,0.0,14.15108391721368,13.86520325962349,13.914040701674267,0.0,105627200
2020-02-20,0.0,13.662704467773438,0.0,14.05340856024674,13.149311054812287,13.972409053230146,0.0,227657600
2020-02-21,0.0,12.881298065185547,0.0,13.529294119546527,12.713343753454087,13.467352839108713,0.0,207107200
2020-02-24,0.0,11.397102355957031,0.0,11.861658338785828,11.152912404698805,11.468572297440783,0.0,269674400
2020-02-25,0.0,10.475136756896973,0.0,11.781848831265599,10.356019899197584,11.665113910852815,0.0,300793600
