Date,Close,Dividends,High,Low,Open,Stock Splits,Volume
2020-01-02,3085.197998046875,0.0,3098.10009765625,3066.3359375,3066.3359375,0.0,292500
2020-01-03,3083.785888671875,0.0,3093.819091796875,3074.51806640625,3089.02197265625,0.0,261500
2020-01-06,3083.407958984375,0.0,3107.202880859375,3065.30908203125,3070.908935546875,0.0,312600
2020-01-07,3104.802001953125,0.0,3105.450927734375,3084.3291015625,3085.488037109375,0.0,276600
2020-01-08,3066.89306640625,0.0,3094.239013671875,3059.131103515625,3094.239013671875,0.0,297900
2020-01-09,3094.882080078125,0.0,3097.3291015625,3080.131103515625,3082.639892578125,0.0,243400
2020-01-10,3092.291015625,0.0,3105.22509765625,3081.39599609375,3102.2939453125,0.0,210400
2020-01-13,3115.570068359375,0.0,3115.570068359375,3075.384033203125,3091.492919921875,0.0,210600
2020-01-14,3106.820068359375,0.0,3127.1689453125,3105.60498046875,3120.6669921875,0.0,230000
2020-01-15,3090.0400390625,0.0,3107.93994140625,3082.0400390625,3103.169921875,0.0,202300
2020-01-16,3074.0810546875,0.0,3096.3720703125,3070.884033203125,3095.73388671875,0.0,203400
2020-01-17,3075.49609375,0.0,3091.951904296875,3067.2529296875,3081.464111328125,0.0,190300
2020-01-20,3095.787109375,0.0,3096.31103515625,3070.47998046875,3082.113037109375,0.0,210500
2020-01-21,3052.139892578125,0.0,3085.7900390625,3051.22998046875,3085.7900390625,0.0,234800
2020-01-22,3060.7548828125,0.0,3069.2529296875,3006.26806640625,3038.487060546875,0.0,223900
2020-01-23,2976.528076171875,0.0,3045.041015625,2955.345947265625,3037.951904296875,0.0,272800
2020-02-03,2746.60595703125,0.0,2766.576904296875,2716.697998046875,2716.697998046875,0.0,215900
2020-02-04,2783.2880859375,0.0,2786.1640625,2685.26904296875,2685.26904296875,0.0,364000
2020-02-05,2818.087890625,0.0,2842.742919921875,2778.864013671875,2792.37109375,0.0,309800
2020-02-06,2866.510009765625,0.0,2876.590087890625,2807.610107421875,2826.889892578125,0.0,316400
2020-02-07,2875.9599609375,0.0,2875.9599609375,2838.77001953125,2858.929931640625,0.0,309500
2020-02-10,2890.488037109375,0.0,2891.847900390625,2851.050048828125,2860.4990234375,0.0,294900
2020-02-11,2901.669921875,0.0,2913.820068359375,2882.239990234375,2894.5400390625,0.0,269200
2020-02-12,2926.89892578125,0.0,2926.89892578125,2892.424072265625,2895.555908203125,0.0,248700
2020-02-13,2906.073974609375,0.0,2935.406005859375,2901.242919921875,2927.14404296875,0.0,274800
2020-02-14,2917.008056640625,0.0,2926.943115234375,2899.573974609375,2899.865966796875,0.0,250700
2020-02-17,2983.6220703125,0.0,2983.636962890625,2924.990966796875,2924.990966796875,0.0,313200
2020-02-18,2984.971923828125,0.0,2990.60009765625,2960.77490234375,2981.409912109375,0.0,311700
2020-02-19,2975.402099609375,0.0,2998.27197265625,2971.822021484375,2979.52197265625,0.0,315100
