Date,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2020-01-02,0.0,100.46221923828125,0.0,101.45977922576687,100.46221923828125,101.25195502116046,0.0,549180
2020-01-03,0.0,101.29351043701172,0.0,101.75072619869637,100.7531662665547,101.75072619869637,0.0,445580
2020-01-06,0.0,100.71160125732422,0.0,102.24949895691725,100.67003388343355,102.1663705514267,0.0,273320
2020-01-07,0.0,100.71160125732422,0.0,101.00255384768656,100.46220969856175,100.67003388343355,0.0,252460
2020-01-08,0.0,99.96341705322266,0.0,100.9194094203185,99.50620138217558,100.7115852684407,0.0,375840
2020-01-09,0.0,99.13214874267578,0.0,99.71405399712076,98.96589191063195,99.13214874267578,0.0,333360
2020-01-10,0.0,99.33995819091797,0.0,99.5477823712337,98.71648564997078,98.71648564997078,0.0,196660
2020-01-13,0.0,98.25926971435547,0.0,99.09056643390937,98.21770868375215,98.9658769998088,0.0,248800
2020-01-14,0.0,98.67491912841797,0.0,98.75805387509412,98.1761423598146,98.30083813753812,0.0,300460
2020-01-15,0.0,98.63336181640625,0.0,98.92431441387122,98.17614606161064,98.63336181640625,0.0,277560
2020-01-16,0.0,97.71893310546875,0.0,98.34240565269474,97.67736573207073,98.17614250139337,0.0,224000
2020-01-17,0.0,97.17858123779297,0.0,97.76048636536392,97.17858123779297,97.26170963569022,0.0,254280
2020-01-21,0.0,97.26171875,0.0,97.55267134105038,97.01232719064778,97.55267134105038,0.0,251580
2020-01-22,0.0,97.05389404296875,0.0,97.13702244820907,96.43042149023019,96.76294145348224,0.0,297120
2020-01-23,0.0,96.84607696533203,0.0,97.51111694063708,96.6798201426514,97.09546854164424,0.0,434000
2020-01-24,0.0,97.55265808105469,0.0,97.96830639528353,96.22258474398033,96.2641521123192,0.0,492500
2020-01-27,0.0,99.58935546875,0.0,99.96343647790475,99.04901130041124,99.755612285643,0.0,830400
2020-01-28,0.0,98.00988006591797,0.0,99.13212931804149,97.8436169241613,98.84117674783026,0.0,418860
